#Epoch  i		Time		  Data		   Loss		   Prec@1		   Prec@5 
1	0           0.652 	           0.042	          5.4091	           0.781 	           6.250
1	1           0.643 	           0.047	          5.3533	           0.781 	           4.688
1	2           0.639 	           0.047	          5.4554	           2.344 	           5.469
1	3           0.655 	           0.047	          5.4304	           0.781 	           1.562
1	4           0.648 	           0.047	          5.6679	           0.000 	           0.000
1	5           0.641 	           0.047	          5.5005	           0.781 	           4.688
1	6           0.651 	           0.063	          5.4699	           0.000 	           3.906
1	7           0.656 	           0.047	          5.4669	           1.562 	           4.688
1	8           0.656 	           0.046	          5.5208	           0.000 	           3.125
1	9           0.642 	           0.047	          5.5223	           0.000 	           1.562
1	10           0.641 	           0.047	          5.3864	           1.562 	           3.906
1	11           0.654 	           0.047	          5.5509	           0.000 	           2.344
1	12           0.649 	           0.052	          5.4695	           0.000 	           3.906
1	13           0.649 	           0.063	          5.5364	           0.000 	           2.344
