#Epoch  i		Time		  Data		   Loss		   Prec@1		   Prec@5 
1	0           0.645 	           0.031	          5.4424	           0.000 	           3.906
1	1           0.658 	           0.047	          5.5521	           0.000 	           0.000
1	2           0.681 	           0.056	          5.3993	           1.562 	           2.344
1	3           0.674 	           0.047	          5.4260	           0.000 	           3.125
1	4           0.675 	           0.047	          5.4634	           0.781 	           2.344
1	5           0.665 	           0.059	          5.4152	           0.000 	           3.125
1	6           0.661 	           0.047	          5.4376	           0.000 	           3.125
1	7           0.671 	           0.047	          5.3185	           0.781 	           7.031
1	8           0.661 	           0.048	          5.6335	           0.781 	           1.562
1	9           0.675 	           0.047	          5.3344	           0.781 	           4.688
1	10           0.664 	           0.047	          5.5579	           0.000 	           1.562
1	11           0.659 	           0.049	          5.5200	           0.000 	           3.125
1	12           0.684 	           0.062	          5.4844	           0.781 	           3.125
1	13           0.656 	           0.062	          5.5328	           1.562 	           6.250
1	14           0.661 	           0.053	          5.4762	           0.000 	           1.562
1	15           0.692 	           0.049	          5.5324	           0.000 	           1.562
1	16           0.665 	           0.047	          5.4233	           0.000 	           2.344
1	17           0.664 	           0.045	          5.5193	           0.000 	           2.344
1	18           0.665 	           0.045	          5.4021	           0.000 	           3.906
1	19           0.686 	           0.063	          5.4370	           0.781 	           2.344
1	20           0.679 	           0.047	          5.5629	           0.781 	           4.688
1	21           0.682 	           0.047	          5.4338	           1.562 	           4.688
1	22           0.667 	           0.047	          5.4932	           0.000 	           0.000
1	23           0.695 	           0.047	          5.3058	           0.000 	           2.344
