#Epoch  i		Time		  Data		   Loss		   Prec@1		   Prec@5 
1	0           0.655 	           0.031	          5.5286	           0.781 	           4.688
1	1           0.674 	           0.047	          5.4367	           0.000 	           4.688
1	2           0.673 	           0.047	          5.5212	           0.000 	           0.781
1	3           0.661 	           0.052	          5.5481	           0.781 	           2.344
1	4           0.663 	           0.047	          5.5257	           0.000 	           3.906
1	5           0.679 	           0.065	          5.6462	           0.781 	           1.562
1	6           0.651 	           0.047	          5.4114	           0.000 	           3.125
1	7           0.663 	           0.047	          5.6060	           0.000 	           0.000
1	8           0.682 	           0.047	          5.3574	           1.562 	           4.688
1	9           0.656 	           0.031	          5.4319	           0.000 	           2.344
1	10           0.665 	           0.047	          5.5086	           0.000 	           2.344
1	11           0.676 	           0.047	          5.5406	           0.781 	           2.344
1	12           0.688 	           0.052	          5.4113	           0.781 	           4.688
1	13           0.694 	           0.047	          5.5978	           0.781 	           1.562
1	14           0.657 	           0.031	          5.3947	           0.000 	           2.344
1	15           0.677 	           0.053	          5.4903	           0.000 	           3.906
1	16           0.675 	           0.047	          5.4632	           1.562 	           5.469
