#Epoch  i		Time		  Data		   Loss		   Prec@1		   Prec@5 
1	0           0.953 	           0.344	          5.4629	           0.000 	           3.906
1	1           0.969 	           0.359	          5.4872	           0.781 	           3.906
1	2           0.998 	           0.364	          5.5382	           0.781 	           1.562
1	3           0.964 	           0.375	          5.5089	           0.781 	           1.562
1	4           0.977 	           0.375	          5.5226	           2.344 	           3.906
1	5           0.938 	           0.359	          5.5212	           0.000 	           2.344
1	6           0.963 	           0.375	          5.4515	           1.562 	           3.125
1	7           0.953 	           0.375	          5.4921	           0.781 	           2.344
1	8           0.946 	           0.375	          5.4638	           0.781 	           6.250
1	9           0.969 	           0.375	          5.5067	           3.125 	           3.906
1	10           0.953 	           0.375	          5.4804	           0.000 	           1.562
1	11           0.969 	           0.375	          5.4344	           0.781 	           4.688
1	12           0.939 	           0.359	          5.4814	           0.781 	           2.344
1	13           0.968 	           0.375	          5.5287	           0.000 	           4.688
