#Epoch  i		Time		  Data		   Loss		   Prec@1		   Prec@5 
2	0           0.626 	           0.031	          5.1943	           1.562 	           6.250
2	1           0.679 	           0.062	          5.0895	           3.906 	          12.500
2	2           0.666 	           0.053	          5.2445	           0.000 	           5.469
2	3           0.670 	           0.047	          5.2323	           3.125 	           7.031
2	4           0.656 	           0.047	          5.1777	           0.781 	           4.688
2	5           0.656 	           0.047	          5.1287	           3.906 	           8.594
2	6           0.672 	           0.062	          5.1002	           2.344 	           6.250
2	7           0.688 	           0.047	          5.1514	           1.562 	           9.375
2	8           0.657 	           0.048	          5.1100	           0.781 	           5.469
2	9           0.672 	           0.047	          5.2108	           0.781 	           6.250
