#Epoch  i		Time		  Data		   Loss		   Prec@1		   Prec@5 
1	0           0.989 	           0.337	          5.5756	           0.000 	           1.562
1	1           0.972 	           0.356	          5.6135	           0.781 	           2.344
1	2           0.988 	           0.368	          5.5923	           0.781 	           1.562
1	3           0.988 	           0.377	          5.6433	           3.125 	           6.250
1	4           0.988 	           0.363	          6.0625	           1.562 	           3.906
1	5           0.972 	           0.365	          5.6306	           0.781 	          12.500
1	6           0.971 	           0.359	          5.9329	           3.125 	           9.375
1	7           0.972 	           0.361	          5.4138	           4.688 	          11.719
1	8           1.004 	           0.362	          6.2410	           1.562 	           7.031
1	9           0.972 	           0.352	          5.8451	           0.000 	           5.469
1	10           0.973 	           0.361	          5.7255	           3.906 	           7.812
1	11           0.986 	           0.376	          6.1025	           1.562 	           3.906
1	12           0.990 	           0.375	          5.7452	           1.562 	           3.125
1	13           1.020 	           0.375	          5.1399	           4.688 	          18.750
1	14           0.986 	           0.344	          5.8320	           0.781 	           3.906
1	15           0.979 	           0.365	          5.3966	           3.125 	          10.938
1	16           0.981 	           0.354	          5.2506	           4.688 	          10.938
1	17           1.019 	           0.362	          5.2758	           1.562 	           4.688
1	18           1.003 	           0.361	          5.1425	           4.688 	          11.719
1	19           0.972 	           0.346	          5.1577	           1.562 	          10.156
1	20           1.004 	           0.375	          5.3560	           0.781 	          10.938
1	21           1.012 	           0.359	          5.2403	           0.000 	           9.375
1	22           0.978 	           0.351	          5.6138	           1.562 	           8.594
1	23           1.003 	           0.377	          5.4737	           3.906 	           7.031
1	24           0.989 	           0.362	          5.1007	           4.688 	          11.719
1	25           1.006 	           0.361	          5.2060	           0.000 	           6.250
1	26           1.001 	           0.358	          5.0048	           3.125 	          14.844
1	27           1.003 	           0.362	          5.1185	           0.781 	          10.156
1	28           1.020 	           0.374	          5.1368	           4.688 	          12.500
1	29           1.004 	           0.344	          5.1769	           0.781 	          10.938
1	30           1.009 	           0.359	          5.1977	           3.906 	           8.594
1	31           1.002 	           0.354	          4.8459	           2.344 	          12.500
1	32           0.997 	           0.362	          4.7272	           4.688 	          14.062
1	33           1.005 	           0.356	          4.8136	           6.250 	          12.500
1	34           0.988 	           0.345	          4.9544	           2.344 	          10.156
1	35           1.004 	           0.361	          5.0889	           1.562 	          10.938
1	36           0.988 	           0.361	          5.0510	           3.125 	          10.938
1	37           1.020 	           0.369	          4.8754	           3.906 	          12.500
1	38           1.019 	           0.359	          4.7942	           3.125 	           8.594
1	39           1.019 	           0.359	          4.8474	           2.344 	          13.281
1	40           0.990 	           0.344	          4.5829	           3.906 	          14.844
1	41           1.007 	           0.363	          4.6292	           5.469 	          17.969
1	42           0.997 	           0.354	          5.1058	           1.562 	          11.719
1	43           1.020 	           0.361	          4.6510	           3.906 	          14.844
1	44           1.019 	           0.345	          4.6101	           2.344 	          14.844
1	45           1.019 	           0.345	          4.7007	           4.688 	          12.500
1	46           1.003 	           0.347	          4.5072	           3.906 	          17.969
1	47           1.020 	           0.361	          4.6051	           3.125 	          17.969
1	48           1.003 	           0.355	          4.6538	           6.250 	          14.062
1	49           0.988 	           0.356	          4.4731	           3.906 	          17.969
1	50           1.025 	           0.363	          4.6907	           4.688 	          13.281
1	51           0.982 	           0.355	          4.6376	           3.906 	          12.500
1	52           1.019 	           0.362	          4.5013	           4.688 	          18.750
1	53           1.003 	           0.346	          4.5199	           2.344 	          17.969
1	54           1.022 	           0.347	          4.5231	           5.469 	          17.188
1	55           1.001 	           0.344	          4.4994	           3.906 	          18.750
1	56           1.021 	           0.347	          4.4161	           3.125 	          14.844
1	57           1.019 	           0.347	          4.6227	           2.344 	          14.844
1	58           1.005 	           0.360	          4.3704	           7.031 	          21.875
1	59           1.020 	           0.359	          4.5081	           5.469 	          17.188
1	60           1.018 	           0.359	          4.5335	           2.344 	          16.406
1	61           1.025 	           0.359	          4.4732	           8.594 	          21.875
1	62           1.014 	           0.354	          4.4702	           5.469 	          17.188
1	63           1.002 	           0.343	          4.4056	           7.031 	          20.312
1	64           1.038 	           0.367	          4.5014	           4.688 	          21.094
1	65           1.016 	           0.342	          4.7194	           2.344 	          10.156
1	66           1.021 	           0.362	          4.7837	           1.562 	          10.938
1	67           1.035 	           0.361	          4.5452	           3.906 	          14.844
1	68           1.019 	           0.360	          4.4612	           4.688 	          14.844
1	69           1.027 	           0.362	          4.6043	           7.031 	          16.406
