#Epoch  i		Time		  Data		   Loss		   Prec@1		   Prec@5 
1	0           0.679 	           0.047	          5.4796	           1.562 	           3.906
1	1         176.727 	         176.105	          5.5379	           1.562 	           4.688
1	2           4.846 	           4.221	          5.4348	           0.000 	           0.781
1	3          20.312 	          19.733	          5.5389	           0.781 	           3.125
1	4           0.656 	           0.062	          5.4803	           1.562 	           3.125
1	5           0.665 	           0.047	          5.5001	           1.562 	           2.344
1	6          19.926 	           0.047	          5.4651	           0.000 	           3.125
1	7           0.630 	           0.053	          5.5265	           0.000 	           0.781
1	8           0.641 	           0.047	          5.6649	           0.000 	           0.781
1	9           0.653 	           0.047	          5.5485	           0.781 	           1.562
1	10           0.640 	           0.047	          5.3836	           0.000 	           2.344
1	11           0.654 	           0.047	          5.5673	           0.781 	           3.125
1	12           0.666 	           0.047	          5.4947	           0.000 	           0.781
1	13           0.649 	           0.047	          5.4626	           0.781 	           3.125
