#Epoch  i		Time		  Data		   Loss		   Prec@1		   Prec@5 
1	0           0.657 	           0.031	          5.5586	           0.000 	           2.344
1	1           0.680 	           0.047	          5.4910	           0.781 	           3.125
1	2           0.694 	           0.047	          5.4802	           0.781 	           1.562
1	3           0.688 	           0.047	          5.3654	           2.344 	           4.688
1	4           0.689 	           0.047	          5.4629	           0.781 	           1.562
1	5           0.708 	           0.063	          5.4858	           0.781 	           3.125
1	6           0.696 	           0.063	          5.4063	           0.000 	           1.562
1	7           0.714 	           0.047	          5.4152	           0.781 	           4.688
1	8           0.711 	           0.047	          5.5867	           0.000 	           2.344
1	9           0.703 	           0.047	          5.4785	           0.000 	           2.344
1	10           0.700 	           0.045	          5.4600	           0.000 	           2.344
1	11           0.688 	           0.047	          5.3805	           1.562 	           3.125
1	12           0.704 	           0.063	          5.3962	           0.781 	           3.125
1	13           0.722 	           0.060	          5.5445	           0.000 	           4.688
1	14           0.688 	           0.047	          5.5103	           0.000 	           5.469
1	15           0.699 	           0.055	          5.5099	           0.781 	           3.906
1	16           0.733 	           0.065	          5.4120	           0.000 	           3.125
1	17           0.724 	           0.047	          5.4448	           0.781 	           3.125
1	18           0.706 	           0.047	          5.4912	           0.781 	           3.906
1	19           0.711 	           0.047	          5.4352	           0.000 	           4.688
1	20           0.719 	           0.047	          5.4280	           0.000 	           0.781
1	21           0.712 	           0.047	          5.5095	           1.562 	           4.688
1	22           0.717 	           0.047	          5.4867	           0.000 	           1.562
