#Epoch  i		Time		  Data		   Loss		   Prec@1		   Prec@5 
1	0           0.669 	           0.031	          5.4243	           1.562 	           6.250
1	1           0.659 	           0.047	          5.3360	           0.781 	           3.125
1	2           0.641 	           0.047	          5.4347	           0.000 	           3.125
1	3           0.672 	           0.062	          5.5092	           0.000 	           0.781
1	4           0.654 	           0.047	          5.4901	           0.000 	           2.344
1	5           0.657 	           0.047	          5.5078	           0.000 	           3.125
1	6           0.651 	           0.042	          5.4241	           0.781 	           3.125
1	7           0.660 	           0.062	          5.4063	           0.000 	           1.562
1	8           0.657 	           0.047	          5.4226	           1.562 	           4.688
1	9           0.654 	           0.062	          5.4579	           0.781 	           2.344
1	10           0.672 	           0.047	          5.4374	           1.562 	           3.125
1	11           0.688 	           0.062	          5.5035	           0.781 	           3.125
1	12           0.672 	           0.047	          5.4842	           0.781 	           1.562
1	13           0.660 	           0.047	          5.5175	           1.562 	           3.906
1	14           0.670 	           0.047	          5.4924	           0.781 	           2.344
1	15           0.656 	           0.047	          5.4320	           0.781 	           1.562
1	16           0.677 	           0.047	          5.5007	           0.000 	           3.125
1	17           0.668 	           0.047	          5.4291	           2.344 	           3.906
1	18           0.668 	           0.047	          5.5495	           0.000 	           0.781
1	19           0.660 	           0.047	          5.4728	           0.781 	           2.344
1	20           0.674 	           0.063	          5.5172	           0.781 	           3.125
1	21           0.684 	           0.059	          5.4381	           0.781 	           3.906
1	22           0.665 	           0.047	          5.4787	           0.000 	           1.562
1	23           0.663 	           0.047	          5.5249	           0.000 	           0.000
1	24           0.643 	           0.047	          5.5325	           0.000 	           1.562
1	25           0.669 	           0.047	          5.3532	           0.781 	           3.906
1	26           0.675 	           0.047	          5.4014	           0.781 	           1.562
1	27           0.688 	           0.047	          5.4447	           0.781 	           1.562
1	28           0.654 	           0.031	          5.3212	           1.562 	           6.250
1	29           0.687 	           0.047	          5.3286	           0.000 	           2.344
1	30           0.657 	           0.047	          5.4723	           0.000 	           3.906
1	31           0.680 	           0.047	          5.3988	           0.781 	           6.250
1	32           0.695 	           0.065	          5.3725	           0.781 	           3.906
1	33           0.656 	           0.047	          5.4690	           0.781 	           3.125
